ecosystem,package_name,package_version,popularity_tier,source,repository_url,repository_full_name,license_spdx_id
github,MicrosoftEdge/JSBrowser,repository-snapshot,medium,github-search:small-archived,https://github.com/MicrosoftEdge/JSBrowser,MicrosoftEdge/JSBrowser,MIT
github,denysdovhan/learnyoubash,repository-snapshot,medium,github-search:small-archived,https://github.com/denysdovhan/learnyoubash,denysdovhan/learnyoubash,NOASSERTION
github,hyperledger/fabric-sdk-node,repository-snapshot,medium,github-search:small-archived,https://github.com/hyperledger/fabric-sdk-node,hyperledger/fabric-sdk-node,Apache-2.0
github,rgarcia/dochub,repository-snapshot,medium,github-search:small-archived,https://github.com/rgarcia/dochub,rgarcia/dochub,WTFPL
github,georges/porthole,repository-snapshot,medium,github-search:small-archived,https://github.com/georges/porthole,georges/porthole,MIT
github,justjavac/react-router-v4-CN,repository-snapshot,medium,github-search:small-archived,https://github.com/justjavac/react-router-v4-CN,justjavac/react-router-v4-CN,MIT
github,nDmitry/grunt-autoprefixer,repository-snapshot,medium,github-search:small-archived,https://github.com/nDmitry/grunt-autoprefixer,nDmitry/grunt-autoprefixer,MIT
github,googlecodelabs/webrtc-web,repository-snapshot,medium,github-search:small-archived,https://github.com/googlecodelabs/webrtc-web,googlecodelabs/webrtc-web,Apache-2.0
github,jychp/cloudflare-bypass,repository-snapshot,medium,github-search:small-archived,https://github.com/jychp/cloudflare-bypass,jychp/cloudflare-bypass,Apache-2.0
github,gre/diaporama,repository-snapshot,medium,github-search:small-archived,https://github.com/gre/diaporama,gre/diaporama,ISC
github,ppoffice/hexo-theme-minos,repository-snapshot,medium,github-search:small-archived,https://github.com/ppoffice/hexo-theme-minos,ppoffice/hexo-theme-minos,MIT
github,makazeu/steam-key,repository-snapshot,medium,github-search:small-archived,https://github.com/makazeu/steam-key,makazeu/steam-key,NOASSERTION
github,mbrochh/django-reactjs-boilerplate,repository-snapshot,medium,github-search:small-archived,https://github.com/mbrochh/django-reactjs-boilerplate,mbrochh/django-reactjs-boilerplate,NOASSERTION
github,hjdhnx/dr_py,repository-snapshot,medium,github-search:small-archived,https://github.com/hjdhnx/dr_py,hjdhnx/dr_py,LGPL-3.0
github,greghesp/assistant-relay,repository-snapshot,medium,github-search:small-archived,https://github.com/greghesp/assistant-relay,greghesp/assistant-relay,GPL-2.0
github,WilsonHuangDev/Thunder-Professional,repository-snapshot,medium,github-search:small-archived,https://github.com/WilsonHuangDev/Thunder-Professional,WilsonHuangDev/Thunder-Professional,BSD-3-Clause
github,spatie/form-backend-validation,repository-snapshot,medium,github-search:small-archived,https://github.com/spatie/form-backend-validation,spatie/form-backend-validation,MIT
github,Addepar/ember-charts,repository-snapshot,medium,github-search:small-archived,https://github.com/Addepar/ember-charts,Addepar/ember-charts,NOASSERTION
github,darkskyapp/delaunay-fast,repository-snapshot,medium,github-search:small-archived,https://github.com/darkskyapp/delaunay-fast,darkskyapp/delaunay-fast,NOASSERTION
github,mishakorzik/Email-Spammer,repository-snapshot,medium,github-search:small-active-small,https://github.com/mishakorzik/Email-Spammer,mishakorzik/Email-Spammer,GPL-3.0
github,deepghs/imgutils,repository-snapshot,medium,github-search:small-active-small,https://github.com/deepghs/imgutils,deepghs/imgutils,MIT
github,Blizzard/heroprotocol,repository-snapshot,medium,github-search:small-active-small,https://github.com/Blizzard/heroprotocol,Blizzard/heroprotocol,MIT
github,icometrix/dicom2nifti,repository-snapshot,medium,github-search:small-active-small,https://github.com/icometrix/dicom2nifti,icometrix/dicom2nifti,MIT
github,lzhoang2801/Hardware-Sniffer,repository-snapshot,medium,github-search:small-active-small,https://github.com/lzhoang2801/Hardware-Sniffer,lzhoang2801/Hardware-Sniffer,BSD-3-Clause
github,deafdudecomputers/PalworldSaveTools,repository-snapshot,medium,github-search:small-active-small,https://github.com/deafdudecomputers/PalworldSaveTools,deafdudecomputers/PalworldSaveTools,MIT
github,TorchTrade/torchtrade,repository-snapshot,medium,github-search:small-active-small,https://github.com/TorchTrade/torchtrade,TorchTrade/torchtrade,MIT
github,aj-4/tinder-swipe-bot,repository-snapshot,medium,github-search:small-active-small,https://github.com/aj-4/tinder-swipe-bot,aj-4/tinder-swipe-bot,Unlicense
github,alibaba/unified-audio,repository-snapshot,medium,github-search:small-active-small,https://github.com/alibaba/unified-audio,alibaba/unified-audio,Apache-2.0
github,microsoft/PubSec-Info-Assistant,repository-snapshot,medium,github-search:small-active-small,https://github.com/microsoft/PubSec-Info-Assistant,microsoft/PubSec-Info-Assistant,MIT
github,Hyacinthe-primus/File_Converter_Pro,repository-snapshot,medium,github-search:small-active-small,https://github.com/Hyacinthe-primus/File_Converter_Pro,Hyacinthe-primus/File_Converter_Pro,GPL-3.0
github,mandiant/PwnAuth,repository-snapshot,medium,github-search:small-active-small,https://github.com/mandiant/PwnAuth,mandiant/PwnAuth,Apache-2.0
github,pytest-dev/pytest-factoryboy,repository-snapshot,medium,github-search:small-active-small,https://github.com/pytest-dev/pytest-factoryboy,pytest-dev/pytest-factoryboy,MIT
github,breuleux/ovld,repository-snapshot,medium,github-search:small-active-small,https://github.com/breuleux/ovld,breuleux/ovld,MIT
github,supriya-project/supriya,repository-snapshot,medium,github-search:small-active-small,https://github.com/supriya-project/supriya,supriya-project/supriya,MIT
github,tektoncd/community,repository-snapshot,medium,github-search:small-active-small,https://github.com/tektoncd/community,tektoncd/community,Apache-2.0
github,dharmx/vile,repository-snapshot,medium,github-search:small-active-small,https://github.com/dharmx/vile,dharmx/vile,GPL-3.0
github,awesomedata/apd-core,repository-snapshot,medium,github-search:small-active-small,https://github.com/awesomedata/apd-core,awesomedata/apd-core,GPL-3.0
github,qusong0627/QuantMind,repository-snapshot,medium,github-search:small-active-small,https://github.com/qusong0627/QuantMind,qusong0627/QuantMind,AGPL-3.0
github,Kentzo/git-archive-all,repository-snapshot,medium,github-search:small-active-small,https://github.com/Kentzo/git-archive-all,Kentzo/git-archive-all,MIT
github,WillowHe/EvoOpt_oppangu_optimization_model,repository-snapshot,medium,github-search:small-active-small,https://github.com/WillowHe/EvoOpt_oppangu_optimization_model,WillowHe/EvoOpt_oppangu_optimization_model,MIT
github,mirumee/ariadne-codegen,repository-snapshot,medium,github-search:small-active-small,https://github.com/mirumee/ariadne-codegen,mirumee/ariadne-codegen,BSD-3-Clause
github,izimobil/django-rest-framework-datatables,repository-snapshot,medium,github-search:small-active-small,https://github.com/izimobil/django-rest-framework-datatables,izimobil/django-rest-framework-datatables,MIT
github,YvanYin/GoalFlow,repository-snapshot,medium,github-search:small-active-small,https://github.com/YvanYin/GoalFlow,YvanYin/GoalFlow,Apache-2.0
github,Aspegio/nelson,repository-snapshot,medium,github-search:small-active-small,https://github.com/Aspegio/nelson,Aspegio/nelson,MIT
github,sematic-ai/sematic,repository-snapshot,medium,github-search:small-active-mid,https://github.com/sematic-ai/sematic,sematic-ai/sematic,Apache-2.0
github,DBraun/TouchDesigner_Shared,repository-snapshot,medium,github-search:small-active-mid,https://github.com/DBraun/TouchDesigner_Shared,DBraun/TouchDesigner_Shared,GPL-3.0
github,leggedrobotics/elevation_mapping_cupy,repository-snapshot,medium,github-search:small-active-mid,https://github.com/leggedrobotics/elevation_mapping_cupy,leggedrobotics/elevation_mapping_cupy,MIT
github,Aratako/Irodori-TTS,repository-snapshot,medium,github-search:small-active-mid,https://github.com/Aratako/Irodori-TTS,Aratako/Irodori-TTS,MIT
github,aliyun/aliyun-oss-python-sdk,repository-snapshot,medium,github-search:small-active-mid,https://github.com/aliyun/aliyun-oss-python-sdk,aliyun/aliyun-oss-python-sdk,MIT
github,yihong0618/2023,repository-snapshot,medium,github-search:small-slowing,https://github.com/yihong0618/2023,yihong0618/2023,MIT
github,devartis/passbook,repository-snapshot,medium,github-search:small-slowing,https://github.com/devartis/passbook,devartis/passbook,MIT
github,Zzh-tju/CIoU,repository-snapshot,medium,github-search:small-slowing,https://github.com/Zzh-tju/CIoU,Zzh-tju/CIoU,GPL-3.0
github,run-llama/llamaindex_aws_ingestion,repository-snapshot,low,github-search:small-slowing,https://github.com/run-llama/llamaindex_aws_ingestion,run-llama/llamaindex_aws_ingestion,MIT
github,binance/ai-trading-prototype,repository-snapshot,low,github-search:small-slowing,https://github.com/binance/ai-trading-prototype,binance/ai-trading-prototype,MIT
github,CVMI-Lab/SimGCD,repository-snapshot,low,github-search:small-slowing,https://github.com/CVMI-Lab/SimGCD,CVMI-Lab/SimGCD,MIT
github,isidentical/refactor,repository-snapshot,medium,github-search:small-slowing,https://github.com/isidentical/refactor,isidentical/refactor,MIT
github,necla-ml/Diff-JPEG,repository-snapshot,low,github-search:small-slowing,https://github.com/necla-ml/Diff-JPEG,necla-ml/Diff-JPEG,BSD-3-Clause
github,jesseweisberg/moveo_ros,repository-snapshot,medium,github-search:small-slowing,https://github.com/jesseweisberg/moveo_ros,jesseweisberg/moveo_ros,MIT
github,logsol/Github-Auto-Deploy,repository-snapshot,medium,github-search:small-slowing,https://github.com/logsol/Github-Auto-Deploy,logsol/Github-Auto-Deploy,MIT
github,sqlalchemy/sqlalchemy2-stubs,repository-snapshot,low,github-search:small-slowing,https://github.com/sqlalchemy/sqlalchemy2-stubs,sqlalchemy/sqlalchemy2-stubs,MIT
github,MrStark-XD/Edu-Mail-Generator,repository-snapshot,low,github-search:small-slowing,https://github.com/MrStark-XD/Edu-Mail-Generator,MrStark-XD/Edu-Mail-Generator,MIT
github,kearnz/autoimpute,repository-snapshot,medium,github-search:small-slowing,https://github.com/kearnz/autoimpute,kearnz/autoimpute,MIT
github,RasaHQ/rasa-nlu-examples,repository-snapshot,low,github-search:small-slowing,https://github.com/RasaHQ/rasa-nlu-examples,RasaHQ/rasa-nlu-examples,Apache-2.0
github,Little-Podi/GRM,repository-snapshot,low,github-search:small-slowing,https://github.com/Little-Podi/GRM,Little-Podi/GRM,MIT
github,Little-Podi/AiATrack,repository-snapshot,low,github-search:small-slowing,https://github.com/Little-Podi/AiATrack,Little-Podi/AiATrack,MIT
github,ziplab/SPViT,repository-snapshot,low,github-search:small-slowing,https://github.com/ziplab/SPViT,ziplab/SPViT,Apache-2.0
github,cloud-utils/sqlalchemy-aurora-data-api,repository-snapshot,low,github-search:small-slowing,https://github.com/cloud-utils/sqlalchemy-aurora-data-api,cloud-utils/sqlalchemy-aurora-data-api,Apache-2.0
github,sskender/pornhub-api,repository-snapshot,medium,github-search:small-slowing,https://github.com/sskender/pornhub-api,sskender/pornhub-api,MIT
github,codingbox/Free-Node-Merge,repository-snapshot,low,github-search:small-dormant,https://github.com/codingbox/Free-Node-Merge,codingbox/Free-Node-Merge,MIT
github,4w4k3/KnockMail,repository-snapshot,medium,github-search:small-dormant,https://github.com/4w4k3/KnockMail,4w4k3/KnockMail,BSD-3-Clause
github,andrewcharlesjones/plottify,repository-snapshot,low,github-search:small-dormant,https://github.com/andrewcharlesjones/plottify,andrewcharlesjones/plottify,MIT
github,brianhornsby/script.openvpn,repository-snapshot,low,github-search:small-dormant,https://github.com/brianhornsby/script.openvpn,brianhornsby/script.openvpn,GPL-3.0
github,marcelsan/Deep-HdrReconstruction,repository-snapshot,low,github-search:small-dormant,https://github.com/marcelsan/Deep-HdrReconstruction,marcelsan/Deep-HdrReconstruction,BSD-3-Clause
github,lucidrains/hourglass-transformer-pytorch,repository-snapshot,low,github-search:small-dormant,https://github.com/lucidrains/hourglass-transformer-pytorch,lucidrains/hourglass-transformer-pytorch,MIT
github,jiaweihe1996/GMTracker,repository-snapshot,low,github-search:small-dormant,https://github.com/jiaweihe1996/GMTracker,jiaweihe1996/GMTracker,GPL-3.0
github,facebookresearch/mtrl,repository-snapshot,medium,github-search:small-dormant,https://github.com/facebookresearch/mtrl,facebookresearch/mtrl,MIT
github,peacecwz/shazam-demo,repository-snapshot,low,github-search:small-dormant,https://github.com/peacecwz/shazam-demo,peacecwz/shazam-demo,MIT
github,davidmalcolm/gcc-python-plugin,repository-snapshot,medium,github-search:small-dormant,https://github.com/davidmalcolm/gcc-python-plugin,davidmalcolm/gcc-python-plugin,GPL-3.0
github,bhowiebkr/open-joystick,repository-snapshot,low,github-search:small-dormant,https://github.com/bhowiebkr/open-joystick,bhowiebkr/open-joystick,GPL-3.0
github,ddragosd/python-rclone,repository-snapshot,low,github-search:small-dormant,https://github.com/ddragosd/python-rclone,ddragosd/python-rclone,Apache-2.0
github,tito/pymt,repository-snapshot,low,github-search:small-dormant,https://github.com/tito/pymt,tito/pymt,LGPL-3.0
github,petercunha/Emotion,repository-snapshot,medium,github-search:small-dormant,https://github.com/petercunha/Emotion,petercunha/Emotion,MIT
github,ShutdownRepo/ShadowCoerce,repository-snapshot,medium,github-search:small-dormant,https://github.com/ShutdownRepo/ShadowCoerce,ShutdownRepo/ShadowCoerce,GPL-3.0
github,rehg-lab/3DShapeGen,repository-snapshot,low,github-search:small-dormant,https://github.com/rehg-lab/3DShapeGen,rehg-lab/3DShapeGen,MIT
github,VITA-Group/ABD-Net,repository-snapshot,medium,github-search:small-dormant,https://github.com/VITA-Group/ABD-Net,VITA-Group/ABD-Net,MIT
github,tdda/applehealthdata,repository-snapshot,low,github-search:small-dormant,https://github.com/tdda/applehealthdata,tdda/applehealthdata,MIT
github,VITA-Group/AGD,repository-snapshot,low,github-search:small-dormant,https://github.com/VITA-Group/AGD,VITA-Group/AGD,MIT
github,VITA-Group/BERT-Tickets,repository-snapshot,low,github-search:small-dormant,https://github.com/VITA-Group/BERT-Tickets,VITA-Group/BERT-Tickets,MIT
github,googleapis/python-bigquery,repository-snapshot,medium,github-search:small-archived,https://github.com/googleapis/python-bigquery,googleapis/python-bigquery,Apache-2.0
github,facebookresearch/GENRE,repository-snapshot,medium,github-search:small-archived,https://github.com/facebookresearch/GENRE,facebookresearch/GENRE,NOASSERTION
github,FuzzingLabs/secpipe,repository-snapshot,medium,github-search:small-archived,https://github.com/FuzzingLabs/secpipe,FuzzingLabs/secpipe,NOASSERTION
github,bytedance/ImageDream,repository-snapshot,medium,github-search:small-archived,https://github.com/bytedance/ImageDream,bytedance/ImageDream,Apache-2.0
github,twissandra/twissandra,repository-snapshot,medium,github-search:small-archived,https://github.com/twissandra/twissandra,twissandra/twissandra,Apache-2.0
github,p-e-w/krill,repository-snapshot,medium,github-search:small-archived,https://github.com/p-e-w/krill,p-e-w/krill,NOASSERTION
github,peterbuga/HASS-sonoff-ewelink,repository-snapshot,medium,github-search:small-archived,https://github.com/peterbuga/HASS-sonoff-ewelink,peterbuga/HASS-sonoff-ewelink,MIT
github,googleapis/oauth2client,repository-snapshot,medium,github-search:small-archived,https://github.com/googleapis/oauth2client,googleapis/oauth2client,Apache-2.0
github,facebookresearch/SLIP,repository-snapshot,medium,github-search:small-archived,https://github.com/facebookresearch/SLIP,facebookresearch/SLIP,MIT
github,kezhenxu94/house-renting,repository-snapshot,medium,github-search:small-archived,https://github.com/kezhenxu94/house-renting,kezhenxu94/house-renting,Apache-2.0
github,krea-ai/open-prompts,repository-snapshot,medium,github-search:small-archived,https://github.com/krea-ai/open-prompts,krea-ai/open-prompts,NOASSERTION
github,ustream/openduty,repository-snapshot,medium,github-search:small-archived,https://github.com/ustream/openduty,ustream/openduty,MIT
github,gmarull/qtmodern,repository-snapshot,medium,github-search:small-archived,https://github.com/gmarull/qtmodern,gmarull/qtmodern,MIT
github,luost26/diffusion-point-cloud,repository-snapshot,medium,github-search:small-archived,https://github.com/luost26/diffusion-point-cloud,luost26/diffusion-point-cloud,MIT
github,stacklok/codegate,repository-snapshot,medium,github-search:small-archived,https://github.com/stacklok/codegate,stacklok/codegate,Apache-2.0
github,google-research/long-range-arena,repository-snapshot,medium,github-search:small-archived,https://github.com/google-research/long-range-arena,google-research/long-range-arena,Apache-2.0
github,qhduan/Seq2Seq_Chatbot_QA,repository-snapshot,medium,github-search:small-archived,https://github.com/qhduan/Seq2Seq_Chatbot_QA,qhduan/Seq2Seq_Chatbot_QA,NOASSERTION
github,kdexd/digit-classifier,repository-snapshot,medium,github-search:small-archived,https://github.com/kdexd/digit-classifier,kdexd/digit-classifier,MIT
github,nvidia-cosmos/cosmos-predict2,repository-snapshot,medium,github-search:small-archived,https://github.com/nvidia-cosmos/cosmos-predict2,nvidia-cosmos/cosmos-predict2,Apache-2.0
github,pytorch/PiPPy,repository-snapshot,medium,github-search:small-archived,https://github.com/pytorch/PiPPy,pytorch/PiPPy,BSD-3-Clause
github,google-research/recsim,repository-snapshot,medium,github-search:small-archived,https://github.com/google-research/recsim,google-research/recsim,Apache-2.0
github,lifadev-archive/aws-lambda-go-shim,repository-snapshot,medium,github-search:small-archived,https://github.com/lifadev-archive/aws-lambda-go-shim,lifadev-archive/aws-lambda-go-shim,Apache-2.0
github,Dawnnnnnn/bilibili-live-tools,repository-snapshot,medium,github-search:small-archived,https://github.com/Dawnnnnnn/bilibili-live-tools,Dawnnnnnn/bilibili-live-tools,MIT
github,koenrh/delete-tweets,repository-snapshot,medium,github-search:small-archived,https://github.com/koenrh/delete-tweets,koenrh/delete-tweets,ISC
github,n1k0/SublimeHighlight,repository-snapshot,medium,github-search:small-archived,https://github.com/n1k0/SublimeHighlight,n1k0/SublimeHighlight,MIT
github,elastic/elasticsearch-docker,repository-snapshot,medium,github-search:small-archived,https://github.com/elastic/elasticsearch-docker,elastic/elasticsearch-docker,Apache-2.0
github,torrvision/crayon,repository-snapshot,medium,github-search:small-archived,https://github.com/torrvision/crayon,torrvision/crayon,MIT
github,facebookresearch/contriever,repository-snapshot,medium,github-search:small-archived,https://github.com/facebookresearch/contriever,facebookresearch/contriever,NOASSERTION
github,JarodMica/ai-voice-cloning,repository-snapshot,medium,github-search:small-archived,https://github.com/JarodMica/ai-voice-cloning,JarodMica/ai-voice-cloning,GPL-3.0
github,chaos-genius/chaos_genius,repository-snapshot,medium,github-search:small-archived,https://github.com/chaos-genius/chaos_genius,chaos-genius/chaos_genius,MIT
github,burugo/one-mcp,repository-snapshot,medium,github-search:small-active-small,https://github.com/burugo/one-mcp,burugo/one-mcp,MIT
github,kubernetes-sigs/kubetest2,repository-snapshot,medium,github-search:small-active-small,https://github.com/kubernetes-sigs/kubetest2,kubernetes-sigs/kubetest2,Apache-2.0
github,yarlson/ftl,repository-snapshot,medium,github-search:small-active-small,https://github.com/yarlson/ftl,yarlson/ftl,MIT
github,gateio/proof-of-reserves,repository-snapshot,medium,github-search:small-active-small,https://github.com/gateio/proof-of-reserves,gateio/proof-of-reserves,GPL-3.0
github,londek/ipadecrypt,repository-snapshot,medium,github-search:small-active-small,https://github.com/londek/ipadecrypt,londek/ipadecrypt,MIT
github,ortelius/ortelius,repository-snapshot,medium,github-search:small-active-small,https://github.com/ortelius/ortelius,ortelius/ortelius,Apache-2.0
github,blacktop/lporg,repository-snapshot,medium,github-search:small-active-small,https://github.com/blacktop/lporg,blacktop/lporg,MIT
github,nebius/soperator,repository-snapshot,medium,github-search:small-active-small,https://github.com/nebius/soperator,nebius/soperator,Apache-2.0
github,c4pt0r/agfs,repository-snapshot,medium,github-search:small-active-small,https://github.com/c4pt0r/agfs,c4pt0r/agfs,Apache-2.0
github,topolvm/pvc-autoresizer,repository-snapshot,medium,github-search:small-active-small,https://github.com/topolvm/pvc-autoresizer,topolvm/pvc-autoresizer,Apache-2.0
github,scylladb/scylla-operator,repository-snapshot,medium,github-search:small-active-small,https://github.com/scylladb/scylla-operator,scylladb/scylla-operator,Apache-2.0
github,gen2brain/iup-go,repository-snapshot,medium,github-search:small-active-small,https://github.com/gen2brain/iup-go,gen2brain/iup-go,MIT
github,atlassian/gostatsd,repository-snapshot,medium,github-search:small-active-small,https://github.com/atlassian/gostatsd,atlassian/gostatsd,MIT
github,danielgatis/imgcat,repository-snapshot,medium,github-search:small-active-small,https://github.com/danielgatis/imgcat,danielgatis/imgcat,MIT
github,jpillora/ipfilter,repository-snapshot,medium,github-search:small-active-small,https://github.com/jpillora/ipfilter,jpillora/ipfilter,MIT
github,raff/godet,repository-snapshot,medium,github-search:small-active-small,https://github.com/raff/godet,raff/godet,MIT
github,robinson/gos7,repository-snapshot,medium,github-search:small-active-small,https://github.com/robinson/gos7,robinson/gos7,BSD-3-Clause
github,prometheus/graphite_exporter,repository-snapshot,medium,github-search:small-active-small,https://github.com/prometheus/graphite_exporter,prometheus/graphite_exporter,Apache-2.0
github,jon4hz/fztea,repository-snapshot,medium,github-search:small-active-small,https://github.com/jon4hz/fztea,jon4hz/fztea,MIT
github,honeycombio/refinery,repository-snapshot,medium,github-search:small-active-small,https://github.com/honeycombio/refinery,honeycombio/refinery,Apache-2.0
github,koddr/tutorial-go-fiber-rest-api,repository-snapshot,medium,github-search:small-active-small,https://github.com/koddr/tutorial-go-fiber-rest-api,koddr/tutorial-go-fiber-rest-api,MIT
github,kunchenguid/gsh,repository-snapshot,medium,github-search:small-active-small,https://github.com/kunchenguid/gsh,kunchenguid/gsh,GPL-3.0
github,shieldproject/shield,repository-snapshot,medium,github-search:small-active-small,https://github.com/shieldproject/shield,shieldproject/shield,MIT
github,gempir/go-twitch-irc,repository-snapshot,medium,github-search:small-active-small,https://github.com/gempir/go-twitch-irc,gempir/go-twitch-irc,MIT
github,76creates/stickers,repository-snapshot,medium,github-search:small-active-small,https://github.com/76creates/stickers,76creates/stickers,MIT
github,Panonim/dynacat,repository-snapshot,medium,github-search:small-active-mid,https://github.com/Panonim/dynacat,Panonim/dynacat,AGPL-3.0
github,floatpane/matcha,repository-snapshot,medium,github-search:small-active-mid,https://github.com/floatpane/matcha,floatpane/matcha,MIT
github,costela/wesher,repository-snapshot,medium,github-search:small-active-mid,https://github.com/costela/wesher,costela/wesher,GPL-3.0
github,ENTERPILOT/GoModel,repository-snapshot,medium,github-search:small-active-mid,https://github.com/ENTERPILOT/GoModel,ENTERPILOT/GoModel,MIT
github,negokaz/excel-mcp-server,repository-snapshot,medium,github-search:small-active-mid,https://github.com/negokaz/excel-mcp-server,negokaz/excel-mcp-server,MIT
github,scaleway/scaleway-cli,repository-snapshot,medium,github-search:small-active-mid,https://github.com/scaleway/scaleway-cli,scaleway/scaleway-cli,Apache-2.0
github,reidjs/markdown-tweet-scheduler,repository-snapshot,low,github-search:small-slowing,https://github.com/reidjs/markdown-tweet-scheduler,reidjs/markdown-tweet-scheduler,MIT
github,changkun/redir,repository-snapshot,low,github-search:small-slowing,https://github.com/changkun/redir,changkun/redir,MIT
github,liuzl/gocc,repository-snapshot,medium,github-search:small-slowing,https://github.com/liuzl/gocc,liuzl/gocc,Apache-2.0
github,staaldraad/turner,repository-snapshot,low,github-search:small-slowing,https://github.com/staaldraad/turner,staaldraad/turner,MIT
github,zebox/registry-admin,repository-snapshot,low,github-search:small-slowing,https://github.com/zebox/registry-admin,zebox/registry-admin,MIT
github,dispatchrun/wasi-go,repository-snapshot,low,github-search:small-slowing,https://github.com/dispatchrun/wasi-go,dispatchrun/wasi-go,Apache-2.0
github,DevSecOpsDocs/nuclearpond,repository-snapshot,low,github-search:small-slowing,https://github.com/DevSecOpsDocs/nuclearpond,DevSecOpsDocs/nuclearpond,MIT
github,chyroc/icloudgo,repository-snapshot,low,github-search:small-slowing,https://github.com/chyroc/icloudgo,chyroc/icloudgo,Apache-2.0
github,deepset-ai/prompthub,repository-snapshot,low,github-search:small-slowing,https://github.com/deepset-ai/prompthub,deepset-ai/prompthub,Apache-2.0
github,zhangshuai/douyin-go,repository-snapshot,low,github-search:small-slowing,https://github.com/zhangshuai/douyin-go,zhangshuai/douyin-go,GPL-3.0
github,NetEase-Media/easy-ngo,repository-snapshot,medium,github-search:small-slowing,https://github.com/NetEase-Media/easy-ngo,NetEase-Media/easy-ngo,Apache-2.0
github,ailidani/paxi,repository-snapshot,medium,github-search:small-slowing,https://github.com/ailidani/paxi,ailidani/paxi,MIT
github,Code-Hex/Neo-cowsay,repository-snapshot,medium,github-search:small-slowing,https://github.com/Code-Hex/Neo-cowsay,Code-Hex/Neo-cowsay,Artistic-2.0
github,east-eden/server,repository-snapshot,low,github-search:small-slowing,https://github.com/east-eden/server,east-eden/server,MIT
github,EFForg/yaya,repository-snapshot,medium,github-search:small-slowing,https://github.com/EFForg/yaya,EFForg/yaya,GPL-3.0
github,facebookexperimental/go-media-webtransport-server,repository-snapshot,low,github-search:small-slowing,https://github.com/facebookexperimental/go-media-webtransport-server,facebookexperimental/go-media-webtransport-server,MIT
github,ahmetb/serverless-registry-proxy,repository-snapshot,medium,github-search:small-slowing,https://github.com/ahmetb/serverless-registry-proxy,ahmetb/serverless-registry-proxy,Apache-2.0
github,hkpeaks/peaks-consolidation,repository-snapshot,low,github-search:small-slowing,https://github.com/hkpeaks/peaks-consolidation,hkpeaks/peaks-consolidation,MIT
github,anthdm/slick,repository-snapshot,low,github-search:small-slowing,https://github.com/anthdm/slick,anthdm/slick,MIT
github,briefercloud/ergomake,repository-snapshot,low,github-search:small-slowing,https://github.com/briefercloud/ergomake,briefercloud/ergomake,GPL-3.0
github,lure-sh/lure,repository-snapshot,medium,github-search:small-slowing,https://github.com/lure-sh/lure,lure-sh/lure,GPL-3.0
github,Joker/jade,repository-snapshot,medium,github-search:small-slowing,https://github.com/Joker/jade,Joker/jade,BSD-3-Clause
github,stefanoj3/dirstalk,repository-snapshot,medium,github-search:small-slowing,https://github.com/stefanoj3/dirstalk,stefanoj3/dirstalk,MIT
github,dcadenas/pagerank,repository-snapshot,low,github-search:small-slowing,https://github.com/dcadenas/pagerank,dcadenas/pagerank,MIT
github,pbnjay/grate,repository-snapshot,low,github-search:small-slowing,https://github.com/pbnjay/grate,pbnjay/grate,MIT
github,aceberg/miniboard,repository-snapshot,medium,github-search:small-slowing,https://github.com/aceberg/miniboard,aceberg/miniboard,MIT
github,zan8in/masscan,repository-snapshot,low,github-search:small-slowing,https://github.com/zan8in/masscan,zan8in/masscan,Apache-2.0
github,benfred/github-analysis,repository-snapshot,medium,github-search:small-dormant,https://github.com/benfred/github-analysis,benfred/github-analysis,GPL-3.0
github,nicksieger/jsonpretty,repository-snapshot,low,github-search:small-dormant,https://github.com/nicksieger/jsonpretty,nicksieger/jsonpretty,MIT
github,sashabaranov/go-fastapi,repository-snapshot,medium,github-search:small-dormant,https://github.com/sashabaranov/go-fastapi,sashabaranov/go-fastapi,Apache-2.0
github,rancher/docker-from-scratch,repository-snapshot,low,github-search:small-dormant,https://github.com/rancher/docker-from-scratch,rancher/docker-from-scratch,Apache-2.0
github,sadicann/andor,repository-snapshot,low,github-search:small-dormant,https://github.com/sadicann/andor,sadicann/andor,GPL-3.0
github,masterzen/winrm-cli,repository-snapshot,low,github-search:small-dormant,https://github.com/masterzen/winrm-cli,masterzen/winrm-cli,Apache-2.0
github,thatisuday/commando,repository-snapshot,low,github-search:small-dormant,https://github.com/thatisuday/commando,thatisuday/commando,MIT
github,yTakkar/Go-Mini-Social-Network,repository-snapshot,medium,github-search:small-dormant,https://github.com/yTakkar/Go-Mini-Social-Network,yTakkar/Go-Mini-Social-Network,MIT
github,solidiquis/alacpretty,repository-snapshot,low,github-search:small-dormant,https://github.com/solidiquis/alacpretty,solidiquis/alacpretty,MIT
github,tid4l/GoWard,repository-snapshot,low,github-search:small-dormant,https://github.com/tid4l/GoWard,tid4l/GoWard,GPL-3.0
github,bradfitz/snake,repository-snapshot,low,github-search:small-dormant,https://github.com/bradfitz/snake,bradfitz/snake,BSD-3-Clause
github,knadh/pfxsigner,repository-snapshot,low,github-search:small-dormant,https://github.com/knadh/pfxsigner,knadh/pfxsigner,AGPL-3.0
github,jukylin/esim,repository-snapshot,low,github-search:small-dormant,https://github.com/jukylin/esim,jukylin/esim,MIT
github,tgres/tgres,repository-snapshot,medium,github-search:small-dormant,https://github.com/tgres/tgres,tgres/tgres,Apache-2.0
